Rrs_492_t0,Rrs_665_t0,Rrs_704_t0,Rrs_833_t0,NDVI_t0,NDWI_t0,BG_ratio_t0,GR_ratio_t0,NDAVI_t0,SAVI_t0,GR_diff_t0,TI_t0,WAVI_t0,CI_t0,BR_ratio_t0,RENDVI_t0,REP_t0,NR_ratio_t0,Rrs_443_t1,Rrs_492_t1,Rrs_560_t1,Rrs_665_t1,Rrs_704_t1,Rrs_740_t1,Rrs_783_t1,Rrs_833_t1,Rrs_865_t1,NDVI_t1,NDWI_t1,BG_ratio_t1,GR_ratio_t1,NDAVI_t1,SAVI_t1,GR_diff_t1,TI_t1,WAVI_t1,CI_t1,BR_ratio_t1,RENDVI_t1,REP_t1,NR_ratio_t1,Rrs_492_t2,Rrs_665_t2,Rrs_704_t2,Rrs_833_t2,NDVI_t2,NDWI_t2,BG_ratio_t2,GR_ratio_t2,NDAVI_t2,SAVI_t2,GR_diff_t2,TI_t2,WAVI_t2,CI_t2,BR_ratio_t2,RENDVI_t2,REP_t2,NR_ratio_t2,Rrs_492_t3,Rrs_665_t3,Rrs_704_t3,Rrs_833_t3,NDVI_t3,NDWI_t3,BG_ratio_t3,GR_ratio_t3,NDAVI_t3,SAVI_t3,GR_diff_t3,TI_t3,WAVI_t3,CI_t3,BR_ratio_t3,RENDVI_t3,REP_t3,NR_ratio_t3,Rrs_492_mean,Rrs_492_std,Rrs_492_range,Rrs_665_mean,Rrs_665_std,Rrs_665_range,Rrs_704_mean,Rrs_704_std,Rrs_704_range,Rrs_833_mean,Rrs_833_std,Rrs_833_range,NDVI_mean,NDVI_std,NDVI_range,NDWI_mean,NDWI_std,NDWI_range,BG_ratio_mean,BG_ratio_std,BG_ratio_range,GR_ratio_mean,GR_ratio_std,GR_ratio_range,NDAVI_mean,NDAVI_std,NDAVI_range,SAVI_mean,SAVI_std,SAVI_range,GR_diff_mean,GR_diff_std,GR_diff_range,TI_mean,TI_std,TI_range,WAVI_mean,WAVI_std,WAVI_range,CI_mean,CI_std,CI_range,BR_ratio_mean,BR_ratio_std,BR_ratio_range,RENDVI_mean,RENDVI_std,RENDVI_range,REP_mean,REP_std,REP_range,NR_ratio_mean,NR_ratio_std,NR_ratio_range,class_id,class,region,x_coord,y_coord
0.005111824,0.0016655349,0.0011258353,0.0009756883,-0.14064044,0.43206704,1.6155773,1.8997235,0.31028116,0.0044526113,0.0014985399,0.5263876,-0.35302752,-0.23535168,3.06916,-0.19334505,0.0013340889,0.7533957,0.014838518,0.006973673,0.004820316,0.0013604652,0.0015946014,0.0013732361,0.0016368497,0.0012553626,0.0016140006,0.08523702,0.49831408,1.4467224,3.543112,0.55977476,0.010252812,0.0034598508,0.28223512,-0.2738711,-0.18258072,5.12591,0.07923187,0.0014839187,1.1863507,0.0051275846,0.002122655,0.002164856,0.0018856864,0.026468396,0.16113283,1.6551886,1.4594274,0.1868045,0.00289543,0.00097522046,0.6851948,-0.37013856,-0.24675904,2.4156353,0.009842755,0.0021141265,1.0543712,0.004293793,0.0019541953,0.0014785125,0.002366727,0.2686665,-0.06472317,1.4419022,1.5238198,0.20755245,0.003040988,0.0010236616,0.65624,-0.27145165,-0.18096776,2.1972065,-0.13857323,0.0018789178,1.7347234,0.005376719,0.0009817368,0.0026798802,0.0017757127,0.00029017008,0.00076218985,0.0015909513,0.00037361588,0.0010390207,0.0016208661,0.00054228347,0.0013910388,0.059932873,0.14625281,0.40930694,0.2566977,0.22448657,0.5630373,1.5398476,0.0965714,0.2132864,2.1065207,0.8462904,2.0836847,0.31610322,0.14824906,0.37297025,0.0051604602,0.0030023165,0.007357382,0.0017393182,0.0010141765,0.0024846303,0.5375144,0.15905705,0.40295967,-0.31712222,0.04487868,0.0986869,-0.2114148,0.029919123,0.06579128,3.201978,1.156185,2.9287033,-0.060710914,0.10979089,0.27257693,0.0017027629,0.0003098644,0.0007800376,1.1822103,0.3554971,0.9813278,2,ANGIO,ls8a,29,2
0.0046139206,0.0011796599,0.0014312286,0.00090064044,0.12036232,0.38921633,1.3501241,2.8969076,0.48677477,0.0066520446,0.0022377349,0.34519175,-0.22347356,-0.14898238,3.9111965,0.09635332,0.0010518738,1.2736537,0.008556685,0.0065284697,0.004220033,0.001544432,0.0020333827,0.0016963406,0.0017064618,0.0011471311,0.0016142122,0.022091737,0.44664162,1.5470151,2.7323997,0.4641535,0.007935317,0.002675601,0.36597544,-0.32215202,-0.214768,4.227073,0.13666143,0.0018648617,1.045175,0.0050857817,0.0021228315,0.001632212,0.0017736678,-0.067418486,0.23118633,1.712323,1.3991137,0.16636078,0.002516166,0.0008472651,0.7147324,-0.39393884,-0.2626259,2.3957424,-0.13065581,0.0017724645,0.8736749,0.0041404264,0.001998283,0.00090843986,0.0020704342,0.199548,0.038048983,1.2812654,1.617132,0.23580661,0.0036613655,0.0012332206,0.6183737,-0.18494241,-0.12329494,2.0719817,-0.37493747,0.001464315,1.4985821,0.0050921496,0.00089408277,0.0023880433,0.0017113016,0.00037490117,0.0009431717,0.0015013157,0.00040516755,0.0011249428,0.0014729684,0.00046933853,0.0011697938,0.068645895,0.100611575,0.2669665,0.2762733,0.15856004,0.40859264,1.4726818,0.1692734,0.43105757,2.1613882,0.6603636,1.4977939,0.3382739,0.13959928,0.320414,0.005191223,0.0021886323,0.005419151,0.0017484553,0.000737666,0.0018283359,0.51106834,0.15934278,0.36954066,-0.2811267,0.08213549,0.20899643,-0.1874178,0.054757,0.13933095,3.1514983,0.93146735,2.1550915,-0.068144634,0.20434934,0.5115989,0.0015383787,0.00031763178,0.0008129879,1.1727715,0.23562121,0.6249072,2,ANGIO,ls8a,30,2
0.0047386736,0.000955107,0.0014312286,0.00059880427,0.22273038,0.2630709,1.8400967,2.696236,0.45891187,0.004826265,0.0016201138,0.3708821,-0.44370002,-0.2958,4.9613543,0.19951914,0.0010518738,1.5730963,0.008556685,0.0057576555,0.004300155,0.0023155336,0.0020333827,0.0016963406,0.0017064618,0.0012917308,0.0016142122,-0.17846438,0.45413795,1.3389382,1.8570824,0.2999867,0.0058761155,0.0019846216,0.5384755,-0.21736822,-0.14491214,2.4865243,-0.0648783,0.0018648617,0.6971202,0.0055957655,0.0021602998,0.001632212,0.0016242143,-0.07612144,0.18803877,2.062029,1.2561662,0.11354256,0.0016441976,0.0005534084,0.79606634,-0.52025926,-0.3468395,2.5902607,-0.13924451,0.0017724645,0.858522,0.0037796968,0.0018240574,0.00090843986,0.0019432548,0.24291928,0.0534214,1.1341498,1.8270243,0.2925443,0.004479476,0.0015085582,0.5473334,-0.09429013,-0.06286009,2.0721257,-0.3350833,0.001464315,1.641719,0.004967948,0.0007877659,0.0019779587,0.0018137495,0.0005266065,0.0013604267,0.0015013157,0.00040516755,0.0011249428,0.0013645011,0.0004984962,0.0013444505,0.052765958,0.1837972,0.42138368,0.23966725,0.14482613,0.40071654,1.5938034,0.37287167,0.9278791,1.9091272,0.5136506,1.4400697,0.29124635,0.12223793,0.3453693,0.0042065135,0.0015661763,0.0042319177,0.0014166755,0.0005285883,0.0014312132,0.5631893,0.1517201,0.42518425,-0.3189044,0.17093776,0.42596912,-0.21260293,0.113958515,0.28397942,3.0275662,1.1331775,2.8892286,-0.08492175,0.19159862,0.53460246,0.0015383787,0.00031763178,0.0008129879,1.1926143,0.41940245,0.9445988,2,ANGIO,ls8a,31,2
0.0041979416,0.0012919231,0.0012787818,0.00029691472,0.026108747,0.32289976,1.5784847,2.0585165,0.34609076,0.00407046,0.0013675425,0.48578113,-0.33652815,-0.2243521,3.249349,-0.005111928,0.0012027053,1.0536094,0.008556685,0.0068123103,0.0047807912,0.0024623757,0.0019237641,0.0015169817,0.0016717718,0.0013278801,0.0013094052,-0.30568248,0.56999487,1.4249307,1.9415282,0.32008272,0.0068559293,0.0023184156,0.51505506,-0.26285252,-0.17523502,2.7665489,-0.12279826,0.0017203729,0.53176284,0.005553276,0.0020104256,0.001632212,0.0019231149,-0.13221031,0.39679563,1.5563376,1.774819,0.27923405,0.0046216366,0.0015577336,0.56343335,-0.32644773,-0.21763182,2.7622252,-0.10382931,0.0016216589,0.76645184,0.0036250437,0.0016062384,0.0010840258,0.00228238,0.2637525,-0.044245116,1.4365435,1.5710138,0.22209918,0.0027290601,0.0009172001,0.63652515,-0.26875007,-0.17916672,2.2568388,-0.19411129,0.0011842113,1.7164692,0.0050471425,0.0012364764,0.0031872666,0.0018427407,0.00043914665,0.0011704526,0.001479696,0.00032302437,0.0008397383,0.0014575724,0.00075182837,0.0019854652,-0.03700789,0.209577,0.569435,0.31136128,0.22404207,0.61424,1.4990741,0.06890658,0.15355396,1.8364694,0.18344598,0.4875027,0.29187667,0.046806738,0.12399158,0.0045692716,0.0014888532,0.004126869,0.0015402229,0.00050593144,0.0014012154,0.5501987,0.05703532,0.15074402,-0.2986446,0.03310186,0.07367563,-0.19909643,0.022067908,0.04911709,2.7587404,0.35095415,0.9925103,-0.106462695,0.06750563,0.18899935,0.0014322372,0.00024140447,0.0005361616,1.0170733,0.4440796,1.1847063,2,ANGIO,ls8a,32,2
0.0044475542,0.0013667598,0.0012787818,0.000561071,-0.0020406672,0.22551242,2.0648842,1.5758982,0.22357462,0.0023448796,0.0007871302,0.63455117,-0.52117246,-0.34744832,3.2540624,-0.03325506,0.0012027053,0.99591964,0.008556685,0.006609576,0.0044203303,0.0019116611,0.0019237641,0.0015169817,0.0016717718,0.0011832817,0.0013094052,-0.18697351,0.54294306,1.495264,2.312286,0.396189,0.007431891,0.0025086692,0.43246925,-0.29772377,-0.19848251,3.457486,0.0031555747,0.0017203729,0.68495315,0.0051707956,0.002085364,0.001632212,0.0019231149,-0.15014353,0.37048098,1.5414027,1.6086293,0.23331572,0.0037667085,0.0012692299,0.6216424,-0.31955132,-0.21303421,2.4795532,-0.12189416,0.0016216589,0.73890924,0.0037796968,0.0013883793,0.0010840258,0.0021976053,0.33016723,-0.044245116,1.4978299,1.8175296,0.29016086,0.0033787442,0.0011350593,0.5501912,-0.29895985,-0.19930656,2.722361,-0.12309965,0.0011842113,1.985809,0.0050019054,0.0010505031,0.002829879,0.001688041,0.00031657948,0.0007186042,0.001479696,0.00032302437,0.0008397383,0.0014662682,0.00064090296,0.0016365343,-0.0022476166,0.20401993,0.51714075,0.27367285,0.21521474,0.5871882,1.6498452,0.24032328,0.56962013,1.8285857,0.29424477,0.7363877,0.28581005,0.06861368,0.17261438,0.004230556,0.0019199647,0.0050870115,0.0014250221,0.0006499128,0.001721539,0.5597135,0.0801836,0.20208192,-0.35935184,0.093828574,0.2234487,-0.2395679,0.06255239,0.1489658,2.9783654,0.39367408,0.9779327,-0.06877332,0.05524601,0.12625523,0.0014322372,0.00024140447,0.0005361616,1.1013978,0.52395916,1.3008559,2,ANGIO,ls8a,33,2
0.0041563343,0.001104813,0.000935719,0.0012401441,0.26242805,0.18398224,1.5148553,2.4833906,0.42584935,0.0048791277,0.0016388941,0.40267015,-0.3070906,-0.20472707,3.7619913,-0.082867175,0.0011257608,1.7115875,0.008556685,0.00742027,0.0044603855,0.0015811585,0.0013024858,0.001014703,0.0012554543,0.0014724704,0.0010384392,-0.20717579,0.62230396,1.6635902,2.8209426,0.4765706,0.008534558,0.002879227,0.35448843,-0.37370184,-0.24913456,4.6929026,-0.096638724,0.0011585944,0.6567543,0.0041075945,0.0018230665,0.0011754438,0.001362654,-0.20920971,0.32283798,1.7636368,1.2775315,0.12185871,0.0015054125,0.00050597126,0.78275186,-0.41447628,-0.2763175,2.2531114,-0.21598077,0.0011481785,0.6539683,0.003315654,0.0018240574,0.00082063803,0.0018584625,0.16011137,0.00077818555,1.3139375,1.383413,0.16086952,0.0020800573,0.0006993811,0.7228431,-0.20351124,-0.13567416,1.8177255,-0.37940687,0.0013555058,1.3812616,0.004749963,0.001577404,0.004104616,0.001583274,0.0002934308,0.0007192445,0.0010585716,0.00019030133,0.0004818478,0.0014834327,0.00023159465,0.0006183183,0.0015384778,0.21282926,0.47163776,0.2824756,0.22702798,0.62152576,1.564005,0.16935134,0.44969928,1.9913194,0.67257935,1.5434111,0.29628703,0.15656604,0.3547119,0.004249789,0.002783642,0.0070291455,0.0014308684,0.00093961775,0.0023732558,0.5656884,0.18907309,0.42826343,-0.324695,0.07977745,0.21096504,-0.21646333,0.05318496,0.14064334,3.1314328,1.1546717,2.875177,-0.19372338,0.1190465,0.2965397,0.0011970098,9.227355e-05,0.00022974494,1.100893,0.4605853,1.0576193,2,ANGIO,ls8a,34,2
0.005362166,0.0015538341,0.000935719,0.000976092,0.097875856,0.2327808,1.7647378,1.9554702,0.32329094,0.0044134487,0.0014846617,0.511381,-0.41490793,-0.27660528,3.4509037,-0.24828255,0.0011257608,1.2169826,0.008556685,0.007258182,0.0044603855,0.0015811585,0.0013024858,0.001014703,0.0012554543,0.0008940627,0.0010384392,-0.20717579,0.62230396,1.6272508,2.8209426,0.4765706,0.008534558,0.002879227,0.35448843,-0.3581232,-0.2387488,4.590391,-0.096638724,0.0011585944,0.6567543,0.0042352364,0.001485777,0.0011754438,0.0010263313,-0.10961182,0.36158532,1.6656027,1.7113861,0.26237237,0.00314559,0.0010569781,0.5843155,-0.3745532,-0.24970213,2.8505003,-0.116612665,0.0011481785,0.8024261,0.0034187962,0.0019547297,0.00082063803,0.0019856486,0.12622988,0.066336416,1.1880945,1.4720813,0.1909672,0.002741919,0.0009228061,0.6793045,-0.12894642,-0.08596428,1.7489778,-0.40862605,0.0013555058,1.2889256,0.005068595,0.0014402082,0.0038393857,0.0016438748,0.00018280203,0.0004689527,0.0010585716,0.00019030133,0.0004818478,0.0012205336,0.00044425513,0.001091586,-0.023170467,0.13991314,0.33340567,0.3207516,0.2031423,0.55596757,1.5614215,0.22130172,0.57664335,1.9899701,0.5092945,1.3488613,0.31330028,0.105256885,0.2856034,0.0047088787,0.0022932459,0.005792639,0.0015859182,0.0007749832,0.001956421,0.53237236,0.11871233,0.32481605,-0.3191327,0.11173116,0.2859615,-0.21275513,0.07448744,0.190641,3.1601932,1.0268176,2.8414135,-0.21754,0.1247622,0.31198734,0.0011970098,9.227355e-05,0.00022974494,0.99127215,0.2679122,0.63217133,2,ANGIO,ls8a,35,2
0.0042405515,0.0012924536,0.001050567,0.0010896671,-0.2808803,0.53048545,1.7928007,1.8300804,0.29330903,0.0031952015,0.0010728587,0.54641753,-0.42581183,-0.28387454,3.2809832,-0.10323663,0.0009563767,0.5614201,0.008166238,0.007258977,0.0034591644,0.0014713072,0.0008275456,0.0006202304,0.00070049067,0.0013281001,0.0008354098,-0.2756709,0.610945,2.098471,2.3510664,0.4031771,0.0059053395,0.0019878573,0.42533478,-0.5317819,-0.35452127,4.9336586,-0.2800348,0.000723888,0.5677972,0.004363576,0.0011486085,0.00068064884,0.00083953905,-0.060309276,0.3128043,2.243859,1.6930467,0.2573499,0.002373485,0.00079605624,0.590643,-0.57517797,-0.38345197,3.7989776,-0.2558181,0.0009008374,0.88623387,0.004347667,0.0016503393,0.0009528338,0.0013076277,0.20093267,0.09142904,1.4591806,1.8053852,0.28708762,0.003950946,0.001329177,0.5538932,-0.28008354,-0.18672237,2.634392,-0.26794332,0.0011837874,1.5029104,0.0050526927,0.001274677,0.0030184253,0.0013906772,0.00018852769,0.0005017308,0.00087789877,0.0001386295,0.00036991818,0.0011412335,0.00019766435,0.00048856105,-0.10398196,0.19726273,0.48181295,0.38641593,0.20224075,0.51951593,1.8985779,0.3014279,0.78467846,1.9198946,0.2542381,0.65801966,0.3102309,0.05535648,0.1458272,0.003856243,0.0013079862,0.0035318546,0.0012964873,0.00044144707,0.001191801,0.52907217,0.062187932,0.1653082,-0.4532138,0.113768585,0.29509443,-0.30214253,0.07584572,0.1967296,3.6620028,0.84217435,2.2992666,-0.22675823,0.071827345,0.17679818,0.00094122236,0.0001642655,0.00045989937,0.8795904,0.38308594,0.9414903,2,ANGIO,ls8a,36,2
0.0048644124,0.00080591545,0.001050567,0.00093877147,-0.052431114,0.55476004,1.9197781,3.1440015,0.5173777,0.0051493514,0.0017279155,0.3180608,-0.47252673,-0.31501782,6.035809,0.13178161,0.0009563767,0.9003501,0.008166238,0.0062859138,0.003258731,0.0013243916,0.0008275456,0.0006202304,0.00070049067,0.00096659106,0.0008354098,-0.22640023,0.59189844,1.9289393,2.4605308,0.4220562,0.0057503097,0.0019343394,0.40641204,-0.47574002,-0.31716,4.746229,-0.23088205,0.000723888,0.63078284,0.004278492,0.0012235787,0.00068064884,0.0004284075,-0.09173811,0.22309035,2.6697776,1.309717,0.13409662,0.0011305389,0.00037897634,0.7635127,-0.6825143,-0.45500952,3.496675,-0.28511667,0.0009008374,0.8319337,0.004347667,0.0016503393,0.0009528338,0.0018164875,0.20093267,-0.11528111,2.2096546,1.1922128,0.087682605,0.00094484846,0.00031722838,0.83876705,-0.56532234,-0.37688157,2.634392,-0.26794332,0.0011837874,1.5029104,0.0049441215,0.00080709043,0.0020074216,0.0012510563,0.00030154202,0.0008444239,0.00087789877,0.0001386295,0.00036991818,0.0010375644,0.00049814425,0.00138808,-0.042409193,0.15459765,0.42733288,0.31361693,0.28624254,0.70717955,2.1820374,0.30475062,0.7499995,2.0266156,0.813481,1.9517887,0.29030326,0.18328753,0.42969507,0.003243762,0.0022172488,0.004805461,0.0010896149,0.00074541516,0.001617111,0.58168817,0.2232548,0.5207063,-0.54902583,0.085597426,0.20998758,-0.36601722,0.05706494,0.1399917,4.2282763,1.2856085,3.401417,-0.1630401,0.17134012,0.41689828,0.00094122236,0.0001642655,0.00045989937,0.96649426,0.3251638,0.87212753,2,ANGIO,ls8a,37,2
0.01719864,0.010166148,0.0061089513,0.007337876,-0.5217229,0.7415544,0.7987768,2.1179302,0.35854912,0.032062598,0.011365065,0.4721584,0.16779967,0.111866444,1.6917542,-0.24928845,0.005808184,0.3142991,0.030346058,0.0150057115,0.016899586,0.009532985,0.005828752,0.0018385843,0.00544908,0.0048309723,0.004997747,-0.3121133,0.5435289,0.8879332,1.7727467,0.27869397,0.020990154,0.0073666004,0.5640955,0.089038834,0.059359223,1.5740814,-0.24113357,0.0038336683,0.5242578,0.021401554,0.0121012535,0.0079409685,0.0056940434,-0.6133549,0.8102174,0.7736739,2.285896,0.39133826,0.04324388,0.015560979,0.43746468,0.1914042,0.1276028,1.7685388,-0.20757595,0.005378876,0.23965232,0.015641464,0.011754616,0.006775187,0.0063019902,-0.56064,0.72841114,0.7427039,1.7916479,0.2835776,0.026197292,0.009305536,0.5581446,0.22146244,0.14764163,1.3306645,-0.2687253,0.0067723216,0.281525,0.017311843,0.0024923363,0.006395843,0.010888752,0.0010700632,0.0025682682,0.006663465,0.00081374566,0.0021122163,0.0060412204,0.0009130374,0.0025069038,-0.5019578,0.114329025,0.3012416,0.70592797,0.09877306,0.26668847,0.80077195,0.05410006,0.14522928,1.9920552,0.21820076,0.5131494,0.32803974,0.048346177,0.112644285,0.030623483,0.00827251,0.022253728,0.010899546,0.0030400755,0.008194379,0.5079658,0.054591745,0.12663081,0.16742629,0.049090676,0.13242361,0.11161753,0.03272712,0.08828241,1.5912598,0.16562909,0.43787432,-0.2416808,0.022094809,0.06114936,0.005448262,0.0010600006,0.0029386533,0.33993354,0.10965905,0.28460544,2,ANGIO,ls8a,4,3
0.011485399,0.009794851,0.012553614,0.0058717784,-0.114812426,0.27645934,0.8370865,1.4008033,0.16694593,0.011248442,0.0039258227,0.7138748,0.13301997,0.08867998,1.1725943,0.123443015,0.011667465,0.79402286,0.030939318,0.014322528,0.015231679,0.010228169,0.01071121,0.0064255227,0.008980052,0.0064553255,0.007466203,-0.15609282,0.34212324,0.9403112,1.4891877,0.19652545,0.014283232,0.00500351,0.67150587,0.04614324,0.03076216,1.4003007,0.02306852,0.008568366,0.729964,0.0160337,0.01552859,0.017751219,0.015828704,0.19145735,-0.032679215,0.7480331,1.380322,0.1597778,0.016498003,0.0059058787,0.7244679,0.21621424,0.14414282,1.032527,0.066786066,0.016731018,1.4735855,0.012029911,0.013697247,0.017568087,0.00997671,0.034294587,0.106793545,0.6617814,1.3271319,0.1405733,0.012636851,0.004480819,0.7535037,0.3052912,0.20352747,0.8782716,0.1238061,0.016124867,1.0710242,0.013467885,0.0018242697,0.004548301,0.012312215,0.002394982,0.0057337396,0.014646033,0.003083895,0.007040009,0.00953313,0.0039594634,0.009956926,-0.011288331,0.13681118,0.34755015,0.17317423,0.14662334,0.37480247,0.796803,0.10347307,0.27852982,1.3993613,0.058417574,0.16205585,0.16595563,0.02011171,0.05595216,0.013666633,0.001956077,0.005249561,0.0048290077,0.00072922575,0.001980056,0.7158381,0.029420953,0.08199781,0.17516717,0.096229784,0.25914797,0.116778105,0.06415319,0.1727653,1.1209234,0.19197358,0.52202916,0.08427592,0.042275693,0.10073758,0.013272929,0.0033467282,0.008162652,1.0171492,0.2930432,0.74362147,2,ANGIO,ls8a,8,3
0.0099991,0.010352531,0.012553614,0.008240111,-0.14204107,0.24572363,0.778463,1.2407252,0.107432276,0.0071449005,0.002492128,0.8059788,0.18684915,0.1245661,0.9658594,0.0960913,0.011667465,0.7512497,0.030939318,0.012348543,0.013998953,0.0098259095,0.01071121,0.0064255227,0.008980052,0.008511189,0.007466203,-0.13646136,0.3043419,0.8821041,1.4246964,0.1751549,0.011949729,0.004173043,0.7019027,0.09396012,0.06264008,1.2567315,0.04310731,0.008568366,0.75984776,0.015318542,0.022217117,0.017751219,0.02937897,0.014758435,-0.0068195346,0.67863,1.0160061,0.0079397,0.000979143,0.00035561807,0.9842453,0.2871713,0.19144754,0.68949246,-0.11173589,0.016731018,1.0299586,0.01279456,0.016453834,0.017568087,0.020363051,-0.057310894,0.13432789,0.66559035,1.1682903,0.077614516,0.0077538295,0.0027690306,0.8559508,0.3011627,0.20077513,0.7776031,0.03275102,0.016124867,0.89159065,0.012615187,0.0018878103,0.0053194417,0.014712349,0.0050556804,0.012391208,0.014646033,0.003083895,0.007040009,0.01662333,0.008842751,0.021138858,-0.08026372,0.06428581,0.15679951,0.16939346,0.11865706,0.31116146,0.75119686,0.08728484,0.21651375,1.2124294,0.14695945,0.40869033,0.092035346,0.060054064,0.1672152,0.0069569005,0.003915749,0.010970586,0.002447455,0.0013655442,0.003817425,0.8370194,0.101555295,0.2823426,0.21728581,0.08374803,0.20720257,0.14485721,0.05583202,0.13813505,0.92242163,0.21730068,0.56723905,0.015053433,0.07704364,0.20782718,0.013272929,0.0033467282,0.008162652,0.8581617,0.11371839,0.27870893,2,ANGIO,ls8a,9,3
0.009957776,0.012098456,0.01670845,0.013828536,0.12115453,-0.033647887,0.69010687,1.1926565,0.087864846,0.006640274,0.0023308592,0.838463,0.27503508,0.18335672,0.82306105,0.16003083,0.015622829,1.275712,0.030939318,0.015086924,0.017257346,0.0132242525,0.01761498,0.014466513,0.014474138,0.011754161,0.01313855,-0.0032508734,0.13550495,0.8742315,1.304976,0.13231236,0.011404052,0.0040330933,0.7662966,0.1006556,0.067103736,1.1408517,0.14237468,0.016040746,0.99351853,0.0185957,0.030029373,0.022735033,0.040880043,0.03529359,-0.07620746,0.67223215,0.9211846,-0.041024208,-0.006365794,-0.0023667682,1.085558,0.29400897,0.19600597,0.6192501,-0.13824354,0.023284972,1.0731692,0.013965558,0.021390835,0.021851167,0.02855749,0.12802993,-0.07241653,0.58347446,1.118944,0.056133844,0.006998538,0.002544323,0.893699,0.3945676,0.26304507,0.6528755,0.010645486,0.020727325,1.2936562,0.014401489,0.0030821194,0.008637923,0.01918573,0.0072148414,0.017930917,0.019727409,0.0026044492,0.006026583,0.023755059,0.011820383,0.029125882,0.07030679,0.056022555,0.1312808,-0.011691732,0.08660068,0.2117124,0.70501125,0.105715774,0.29075706,1.1344403,0.13981208,0.3837914,0.058821708,0.06368048,0.17333657,0.0046692677,0.0066415416,0.017769847,0.0016353768,0.0024018788,0.0063998615,0.89600414,0.1183966,0.31926143,0.26606682,0.10575268,0.293912,0.17737788,0.07050179,0.19594133,0.80900955,0.2065812,0.5216016,0.043701865,0.11985993,0.29827437,0.018918969,0.0032202809,0.0076621426,1.159014,0.12894285,0.3001377,2,ANGIO,ls8a,10,3
0.011320386,0.013248792,0.01670845,0.018316178,0.0761904,0.031182887,0.689103,1.2399387,0.10711879,0.009002414,0.0031789113,0.80649036,0.27609012,0.18406008,0.854446,0.11548651,0.015622829,1.1649474,0.030939318,0.026643692,0.026119646,0.020803723,0.01761498,0.014466513,0.014474138,0.019701252,0.01313855,-0.22582962,0.3306594,1.0200629,1.2555269,0.113289416,0.014579524,0.005315922,0.79647774,-0.01489801,-0.009932007,1.2807169,-0.082999766,0.016040746,0.63154775,0.020983847,0.03265133,0.022735033,0.04416385,-0.0065464512,-0.03978408,0.7050901,0.91146356,-0.04631847,-0.0077100657,-0.0028908215,1.0971358,0.25943756,0.17295837,0.64266413,-0.17903858,0.023284972,0.98699194,0.015185593,0.023103178,0.021851167,0.0330966,0.089988545,-0.07036409,0.6318346,1.0402944,0.019749515,0.002552208,0.00093093887,0.96126556,0.33842123,0.22561416,0.6572943,-0.027850704,0.020727325,1.197774,0.018533379,0.005809839,0.0153233055,0.022451755,0.0069257896,0.01940254,0.019727409,0.0026044492,0.006026583,0.028819468,0.01057361,0.025847672,-0.016549282,0.12634207,0.31581816,0.06292353,0.15890595,0.40102348,0.76152265,0.15173274,0.3882283,1.1118059,0.14346139,0.34406334,0.048459813,0.066051036,0.15960789,0.0046060197,0.008287086,0.022289589,0.0016337377,0.003037746,0.008206744,0.91534233,0.12362782,0.30065805,0.21476272,0.13582376,0.35331923,0.14317515,0.09054917,0.23554617,0.8587803,0.25756168,0.63805276,-0.043600637,0.106597975,0.2945251,0.018918969,0.0032202809,0.0076621426,0.9953153,0.22481142,0.5662263,2,ANGIO,ls8a,11,3
0.0110325115,0.010873344,0.009221774,0.0124803595,0.069121346,0.048567772,0.8016012,1.2657624,0.11729535,0.008262119,0.0028897393,0.7900363,0.16518481,0.11012321,1.0146374,-0.0821876,0.00887282,1.1485068,0.04318884,0.027479114,0.029389642,0.020112893,0.024460962,0.019171389,0.016889393,0.017474284,0.014319093,-0.16826789,0.34479484,0.93499285,1.4612333,0.18739943,0.02532313,0.00927675,0.6843529,0.050393082,0.033595387,1.3662431,0.09754751,0.021816175,0.7119357,0.015571693,0.019507388,0.013627825,0.026080202,-0.009552864,0.077689916,0.6963337,1.1463544,0.06818766,0.007903199,0.0028550029,0.8723298,0.26851958,0.17901304,0.79824555,-0.17744145,0.013299986,0.9810746,0.01325414,0.017314445,0.0105289435,0.022164784,0.04614109,-0.0204448,0.72710514,1.0527986,0.025720559,0.002560545,0.0009141881,0.9498483,0.23701021,0.1580068,0.76549566,-0.24370235,0.0108453855,1.0967456,0.016834363,0.0063518607,0.016446602,0.016952017,0.0036606921,0.009239549,0.014459876,0.005991744,0.015239188,0.019549908,0.0050933547,0.013599843,-0.01563958,0.09264679,0.23738924,0.11265193,0.13868506,0.36523965,0.7900082,0.09204164,0.23865914,1.2315372,0.15259032,0.40843463,0.09965075,0.06013893,0.16167888,0.011012249,0.008565367,0.022762585,0.00398392,0.0031586778,0.008362561,0.82414186,0.098524526,0.26549542,0.18027693,0.08381978,0.2181265,0.120184615,0.055879846,0.14541766,0.9861554,0.23941529,0.60074747,-0.10144597,0.1284343,0.34124985,0.013708591,0.0049366616,0.012943355,0.9845656,0.1686715,0.43657106,2,ANGIO,ls8a,12,3
